GeneName	H_PBS_1	H_PBS_2	H_PBS_3	H_Mono_1	H_Mono_2	H_Mono_3	H_PFF_1	H_PFF_2	H_PFF_3	S_PBS_1	S_PBS_2	S_PBS_3	S_Mono_1	S_Mono_2	S_Mono_3	S_PFF_1	S_PFF_2	S_PFF_3
TBC1D24	536	399	421	435	359	411	354	415	304	673	739	814	908	537	669	886	432	608
AMDHD2	808	527	619	722	623	698	939	686	423	409	500	524	657	424	521	658	307	391
NTN3	16	8	12	15	4	3	7	12	8	87	96	104	92	54	86	181	70	97
BICDL2	2	2	6	6	4	2	2	1	0	1	0	0	1	0	0	0	0	0
PAQR4	471	367	344	322	312	346	456	363	259	531	501	577	754	426	580	704	309	432
FLYWCH2	264	180	207	193	179	227	325	217	156	315	346	356	375	274	306	412	182	208
ZG16B	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	1
ZNF75A	373	262	292	290	270	300	308	342	188	440	546	541	697	430	454	670	325	389
ADCY9	873	583	715	640	512	619	414	590	452	304	375	356	464	331	347	432	204	285
SHANK2	424	257	326	296	275	337	161	292	191	372	447	473	535	300	435	548	236	320
CLPB	942	627	769	814	723	859	910	818	496	1196	1446	1475	1767	1084	1293	1674	819	1048
NEU3	657	462	484	484	473	489	352	545	327	467	492	518	613	363	478	618	273	328
CYB561A3	763	483	542	507	463	512	563	569	337	540	669	627	736	464	632	756	340	521
PPP1R32	6	9	6	9	6	6	8	3	2	33	38	40	41	26	36	38	18	31
ASRGL1	361	219	317	253	215	247	364	297	169	317	345	337	444	297	315	433	201	253
GNG3	1	0	1	0	0	0	0	2	0	164	178	209	226	137	131	191	95	125
UBXN1	1709	1150	1309	1205	1081	1501	2164	1398	914	1368	1505	1638	2066	1343	1448	1980	928	1231
LBHD1	203	139	133	185	141	166	197	193	118	212	307	300	321	198	262	359	175	232
TTC9C	480	311	361	375	316	366	411	419	220	259	294	281	374	273	313	388	180	236
TAF6L	560	381	361	453	382	451	549	427	295	256	324	304	402	258	299	403	176	275
NXF1	1432	881	1078	990	902	1030	1139	1109	714	1231	1632	1574	1889	1271	1344	1973	862	1212
STX5	968	680	727	748	688	810	1118	838	529	417	439	486	590	362	399	538	262	363
SLC25A45	62	44	63	60	47	67	58	47	27	142	160	161	221	116	134	207	92	134
RPL29	7549	5167	5898	5708	5291	6780	11271	7214	4190	6130	6811	6486	7787	5633	5900	7385	3171	4240
ITIH3	43	34	32	27	16	29	40	37	21	3	1	0	2	4	3	4	3	0
SYVN1	1447	951	1096	1201	1009	1072	1116	1063	702	1028	1183	1297	1550	983	1108	1440	682	976
ZFPL1	546	359	404	399	346	418	576	409	285	237	319	323	395	260	265	360	181	253
RPS6KA4	1745	1243	1434	1369	1306	1411	1622	1371	977	295	325	370	500	352	357	541	265	314
LRP5	1058	686	785	804	715	712	609	687	454	1049	1079	1157	1590	1064	1171	1582	759	1071
TPCN2	249	149	173	189	171	176	158	186	91	96	105	122	153	94	133	145	59	112
FGF19	2	1	0	3	1	1	2	1	1	12	11	11	5	11	7	16	6	2
CYP4A22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDZK1IP1	3	1	2	6	3	7	2	2	0	0	1	0	1	0	0	2	0	0
TAL1	1	2	1	1	0	0	1	3	3	1	1	0	3	4	1	1	3	4
CMPK1	2196	1522	1803	1656	1408	1931	1683	1840	1092	567	626	645	923	610	729	921	407	536
BEND5	0	0	0	0	0	0	0	0	1	137	159	165	205	122	154	181	100	128
ELAVL4	0	0	0	1	0	0	0	0	0	8134	10112	9962	12183	7532	9361	11330	5097	6054
COA7	711	494	547	635	515	667	703	633	353	446	529	513	675	472	532	675	342	393
ZYG11B	730	554	663	535	439	550	333	606	378	898	1023	1083	1281	751	1060	1189	561	739
SLC1A7	1	2	1	1	0	0	2	0	1	0	0	0	0	0	0	2	0	0
CZIB	438	328	371	330	331	341	536	416	240	489	548	589	699	485	540	730	288	390
MAGOH	507	320	412	402	363	450	623	483	241	237	285	279	390	263	278	403	172	216
ACOT11	28	20	12	24	7	19	22	31	15	140	147	159	199	121	108	198	98	119
FAM151A	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
PARS2	89	58	70	70	61	72	66	83	44	88	97	103	115	93	103	122	54	72
LEXM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSND	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
USP24	1593	1034	1193	1126	945	1261	860	1239	760	1146	1302	1256	1675	999	1284	1528	692	963
PLPP3	23	22	10	18	14	22	13	10	9	37	34	41	99	60	76	95	35	59
NOL9	982	656	825	680	582	782	751	721	476	394	451	468	674	379	466	598	328	349
PRKAA2	181	145	144	133	98	152	110	179	101	313	391	331	453	241	379	468	204	277
KLHL21	931	610	764	801	704	794	696	727	480	421	491	497	668	459	450	643	301	448
ZSWIM5	0	0	0	1	0	1	0	0	0	396	484	500	575	323	382	485	195	308
GMEB1	225	198	206	209	173	198	210	210	108	262	311	315	421	309	337	384	194	242
SLC45A1	15	7	10	3	4	5	4	6	8	139	143	140	149	84	132	132	83	123
SELENON	1796	1245	1352	1391	1327	1350	1187	1375	984	2297	2313	2465	3101	2109	2129	2971	1503	1974
AK4	984	736	866	753	747	972	829	929	590	117	126	161	245	167	177	239	95	143
JAK1	2236	1465	1857	1651	1490	1891	1352	2004	1245	2102	2464	2498	3267	2124	2526	2997	1453	1838
RAVER2	307	196	252	203	190	248	260	257	163	518	668	644	861	480	650	764	373	442
CTRC	1	1	0	1	0	0	1	0	1	8	13	22	20	10	11	19	4	13
LZIC	507	349	427	413	339	440	475	479	251	767	887	933	1090	688	912	1067	499	625
RBP7	200	155	165	180	160	195	314	192	109	2	3	2	5	4	5	8	0	4
KNCN	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
FBLIM1	1860	1227	1413	1592	1499	1598	1722	1521	1029	1239	1266	1447	1808	1217	1290	1698	805	1070
TMEM82	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
SLC25A34	3	5	5	3	3	3	11	2	2	99	110	130	133	73	104	155	68	82
AKR7A3	19	9	9	12	11	16	23	16	8	13	11	14	14	12	21	22	14	17
DRAXIN	64	42	52	39	41	35	41	38	27	44	30	42	44	28	43	36	17	23
PDPN	73	51	65	40	37	52	52	53	41	0	0	0	0	1	0	0	0	0
LRRC38	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0
DHRS3	19	19	17	14	13	13	23	13	12	6661	7509	7711	8847	5725	6491	8905	4159	5427
MATN1	8	8	5	2	3	2	8	11	3	10	9	12	17	8	15	18	11	8
LAPTM5	8	0	6	3	6	4	15	4	1	2	0	0	3	0	0	1	0	0
SDC3	1476	1017	1155	1151	1064	1137	996	1197	817	1062	1094	1135	1449	900	1063	1388	661	892
PEF1	1011	735	825	789	732	913	1203	884	513	404	474	463	569	473	478	590	239	360
SYNC	644	461	451	501	474	546	512	547	303	31	45	72	48	35	31	52	20	32
RBBP4	3207	2283	2734	2435	2203	2831	2494	2852	1768	2514	2992	2920	3893	2399	3023	3678	1719	2188
KIAA1522	1526	1087	1248	1088	969	1067	977	1167	845	744	850	904	1067	638	751	1017	464	647
TSSK3	26	13	13	16	8	14	7	13	4	9	6	11	8	13	12	12	8	10
TMCO4	141	121	99	134	118	109	155	127	86	37	49	45	50	55	44	72	32	34
UBXN10	0	0	0	0	0	0	0	0	0	7	8	17	7	7	16	19	8	7
CAMK2N1	525	358	471	410	368	425	579	503	311	1208	1424	1516	1622	1077	1265	1678	728	1074
ALPL	52	33	42	33	40	32	46	31	27	12	16	12	15	7	8	11	4	9
WNT4	3	4	1	1	3	0	2	4	0	10	5	0	8	3	5	6	2	4
TTLL10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SCNN1D	187	155	148	148	133	164	234	174	108	159	177	226	253	137	157	246	83	142
MXRA8	1233	837	970	944	841	967	1219	950	647	97	93	121	136	77	90	144	67	80
FAAP20	677	484	557	569	495	536	900	518	327	1065	1121	1257	1538	1080	1148	1514	722	949
MEGF6	959	819	758	874	766	771	810	815	535	163	203	205	253	172	217	300	130	167
CCDC27	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IL23R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIRAS3	0	2	0	2	1	0	1	3	1	17	11	32	19	9	18	30	9	9
C1orf87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIA	9	7	7	6	11	2	11	5	3	419	479	452	503	316	402	558	273	355
OMA1	192	126	134	120	116	144	144	127	97	61	82	88	81	66	71	101	39	49
MYSM1	1405	915	1096	963	866	1031	574	1060	628	793	999	954	1244	747	948	1189	535	682
TM2D1	300	207	253	218	179	220	244	230	158	445	504	453	528	366	390	542	265	298
USP1	2282	1600	1792	1694	1527	2001	1842	2051	1164	662	776	735	1031	705	855	1044	454	596
FUBP1	2712	1876	2282	1909	1814	2277	1818	2158	1297	2198	2731	2637	3536	2265	2662	3339	1486	1756
NEXN	948	571	804	710	631	785	736	777	484	76	85	101	165	132	136	163	67	104
DNAJB4	663	411	493	481	480	539	458	546	308	402	456	470	551	393	425	579	279	301
ADGRL4	23	18	18	19	14	15	22	20	7	0	0	5	1	0	2	4	3	1
LRRIQ3	19	14	13	10	10	17	10	13	14	15	13	15	27	8	18	22	7	9
LRRC53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TYW3	519	355	436	426	316	508	462	487	283	332	397	340	473	343	375	461	228	229
LHX8	0	0	0	0	0	0	2	0	0	2	1	4	1	2	0	2	0	0
SNX7	351	220	263	227	193	281	344	287	177	570	623	601	821	563	595	789	350	451
B3GALT2	2	0	3	1	0	2	1	0	1	9	9	3	22	5	12	20	10	9
NTNG1	39	20	23	29	15	21	26	25	25	9	11	10	16	9	17	11	9	8
EEIG2	128	96	130	107	80	107	77	128	66	493	675	579	842	492	627	776	340	422
HENMT1	119	70	64	65	66	103	100	99	58	2	8	10	5	3	4	8	2	2
AKNAD1	4	0	2	5	2	1	1	4	2	3	2	5	3	2	5	5	3	1
C1orf52	344	261	261	297	232	300	349	309	172	559	682	679	806	663	622	789	380	510
DNAI3	0	6	5	0	1	3	2	2	0	1	0	0	0	0	1	0	0	3
GBP2	0	0	1	1	0	3	1	4	1	47	64	57	247	163	164	237	112	93
ATXN7L2	261	162	210	173	184	191	201	198	118	258	300	261	366	223	284	421	169	217
GBP4	0	1	1	1	2	6	0	1	1	7	7	9	35	28	23	25	12	17
ZNF326	802	519	692	561	530	670	541	698	422	749	928	872	1173	692	886	1116	450	629
HFM1	6	2	8	2	7	6	7	7	3	136	163	126	171	120	146	180	92	104
BRINP3	1	0	0	0	0	0	0	1	0	2	1	1	1	0	0	1	2	0
GFI1	5	1	5	6	6	2	3	4	6	2	6	1	7	5	5	10	1	0
LSP1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNT2	1	1	0	0	0	0	0	3	0	1	3	2	1	1	21	1	0	5
AGL	419	296	355	301	232	321	220	378	237	591	721	698	788	496	600	803	348	421
VCAM1	2	0	1	1	0	0	1	3	0	54	53	55	712	492	546	695	296	405
EXTL2	447	317	377	322	311	341	338	386	216	1525	1839	1763	2200	1446	1649	2164	967	1137
SLC30A7	629	420	523	539	456	507	371	515	295	546	673	701	914	548	711	917	431	548
DNAJA1P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF281	745	472	582	597	515	659	431	641	383	630	746	771	1021	649	811	1013	442	607
ARPC5	2418	1662	1973	1912	1643	2149	2431	2294	1304	2190	2566	2478	3771	2597	2741	3595	1518	1893
CADM3	30	13	19	24	26	17	20	18	23	1544	1838	1944	2106	1407	1539	2137	955	1282
NLRP3	2	1	0	4	3	5	3	6	3	3	0	2	1	0	0	1	0	2
ZNF496	1	0	0	0	1	1	1	1	0	0	1	0	2	0	4	1	2	0
TRIM58	605	392	482	493	429	570	376	524	386	3	1	1	1	4	1	2	0	1
SLAMF9	2	2	3	0	2	1	1	1	0	0	0	0	0	1	0	0	0	0
OR2M5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ9	0	0	0	0	0	1	0	0	0	306	346	363	404	248	307	459	184	298
IGSF8	540	422	468	529	517	461	651	462	293	1184	1322	1410	1762	1179	1270	1689	826	1089
DDR2	61	32	38	49	42	39	36	28	32	2370	2809	2745	3398	2199	2700	3442	1452	2050
PEA15	7386	5122	5953	6079	5410	6646	7190	6487	4078	2490	2834	2971	3810	2891	2793	3567	1647	2087
PEX19	738	528	675	605	546	694	743	686	426	764	957	914	1098	702	919	1024	497	616
NCSTN	2049	1393	1636	1576	1451	1573	1287	1492	881	2120	2649	2472	3270	1980	2338	3085	1453	1966
VANGL2	468	346	410	392	310	395	271	377	261	2374	2550	2769	3402	2029	2295	3176	1482	2037
SLAMF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLFML2B	89	64	55	55	51	70	63	46	37	80	94	94	61	60	47	91	46	48
FCRLB	4	1	6	6	3	6	9	1	4	5	10	5	12	9	12	5	3	3
FCGR3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9C2	0	0	0	0	0	1	0	0	0	4	11	4	5	6	5	13	2	3
KLHDC9	8	4	5	2	2	5	5	4	2	64	59	61	76	37	47	76	37	42
C1orf74	7	9	3	4	2	10	4	8	1	10	7	21	9	6	7	20	8	9
LMX1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LRRC52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLVCR1	355	248	288	269	258	297	235	311	140	878	1032	962	1221	763	999	1180	560	691
GARIN4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ATF3	198	163	150	245	178	200	214	154	100	224	245	257	333	298	262	353	155	245
RBM15	296	173	231	238	180	221	137	238	145	161	199	174	267	170	181	238	100	163
DENND2D	73	54	62	71	64	79	64	66	37	12	10	10	14	21	13	16	10	9
AXDND1	3	4	8	2	4	4	1	1	1	3	6	1	7	5	5	3	1	1
TDRD5	1	0	1	0	1	0	0	1	0	0	3	3	3	2	2	6	2	2
IER5	613	369	472	428	379	483	507	456	315	489	668	653	763	561	607	841	367	520
SNED1	19	17	10	14	9	10	6	13	9	107	75	91	110	72	87	91	55	79
BPNT1	381	297	336	325	258	341	433	359	193	511	575	604	758	517	574	756	330	399
SPATA17	4	5	4	3	5	6	7	5	6	64	71	83	100	69	65	76	38	48
C1orf115	106	79	79	94	89	106	85	116	64	165	184	223	254	172	206	243	141	141
BROX	1147	748	930	733	751	859	766	955	584	1094	1328	1265	1550	1018	1208	1531	691	933
NBPF20	210	160	192	196	132	158	157	181	112	184	251	238	324	169	209	318	135	173
ACP6	161	125	139	131	112	121	144	126	76	250	310	348	437	230	300	400	178	244
MT2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR64	1	1	1	1	1	0	0	3	1	2	3	3	3	0	1	5	1	2
KIF26B	1	1	0	1	1	0	0	2	0	77	47	45	69	56	56	72	38	64
TFB2M	327	218	306	268	280	319	335	328	172	467	541	542	695	491	629	665	354	433
CNST	672	435	586	574	499	580	453	543	323	825	1016	947	1243	906	923	1209	527	696
PPP1R21	319	232	258	252	233	308	296	302	197	370	489	478	533	351	412	570	252	321
KLHDC8A	0	0	0	1	0	0	1	0	0	78	89	103	88	71	71	97	31	81
PM20D1	0	0	0	0	3	0	0	0	0	6	10	8	8	0	4	11	5	7
PKDCC	90	57	60	40	57	58	66	58	37	290	383	371	509	308	339	484	199	283
OXER1	3	0	0	0	0	0	4	3	0	1	0	0	1	0	0	0	1	0
HAAO	3	2	7	4	3	8	2	8	5	0	0	2	0	2	3	0	0	0
B3GALNT2	1	0	0	0	1	0	1	0	0	0	1	2	1	1	1	2	0	0
IKBKE-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MAPKAPK2	1308	913	1056	981	920	1038	1158	1078	706	1991	2245	2311	2639	2000	2033	2543	1355	1760
IL20	0	0	0	1	0	0	1	0	0	1	1	0	3	1	0	2	0	0
IL24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	3	5	4	5	4	9	6	6	3	61	51	43	39	33	38	39	30	35
PIGR	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FCAMR	1	0	0	2	0	1	0	0	0	0	0	0	4	0	0	0	0	0
CAPN2	4851	3234	3907	3804	3368	4014	3578	3945	2502	1551	1754	1888	2410	1524	1758	2342	1138	1423
MRPL55	466	337	394	376	335	397	607	400	225	329	403	361	518	314	375	508	228	292
OBSCN-AS1	20	21	24	21	17	19	18	13	11	83	93	100	112	66	90	133	63	71
WDR26	2897	1930	2326	2149	1930	2388	1755	2339	1569	3554	4270	4198	5201	3254	4093	5252	2397	3070
REL	50	26	34	38	44	61	6	39	24	32	60	45	56	35	62	58	27	37
PUS10	127	89	98	109	87	129	105	111	70	62	58	59	89	59	64	91	33	30
PEX13	485	279	394	386	295	385	357	401	226	347	407	377	511	334	403	500	220	283
SANBR	299	202	236	216	199	222	192	265	168	314	415	457	534	338	409	526	262	349
TRIM17	3	3	2	3	13	1	7	6	2	77	112	135	130	82	103	138	76	95
RFTN2	0	0	1	0	1	0	0	0	0	8	8	5	4	2	3	11	0	1
DISC1	62	52	65	50	51	75	57	55	39	119	149	153	232	135	140	166	101	98
LINC01931	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CAPN13	0	0	0	0	0	0	0	0	0	2	2	6	5	6	3	3	2	3
LRRTM1	0	0	0	0	0	1	0	2	0	106	105	105	107	67	73	116	60	76
MEMO1	60	34	49	42	52	46	45	53	38	95	108	124	161	101	118	160	62	92
DPY30	475	342	365	377	324	396	633	447	230	369	477	495	657	435	458	611	250	362
TYW5	339	239	261	265	250	283	278	269	173	322	405	404	511	319	353	470	207	270
MAIP1	310	237	253	277	217	276	317	260	168	112	110	137	142	117	109	170	59	94
KCNF1	1	2	2	2	2	0	3	0	2	2	7	3	9	7	8	6	7	4
SLC66A3	153	110	118	140	97	126	137	121	80	86	107	94	124	81	89	147	54	70
ARL5A	383	272	275	269	240	294	204	352	200	307	383	393	487	356	413	448	220	254
LRATD1	0	0	0	0	0	0	0	0	0	915	1082	1139	1290	856	941	1403	615	851
KCNJ3	1	0	0	0	0	0	0	0	0	57	54	50	84	50	52	87	27	60
NEUROD1	0	0	0	0	0	0	0	0	0	15	13	10	23	16	12	28	14	11
CLHC1	335	227	294	253	237	260	241	273	135	342	417	398	459	269	385	442	199	239
PRORSD1P	41	34	33	32	26	29	36	39	20	9	11	11	7	11	7	8	7	3
FRZB	39	19	22	11	14	27	25	26	10	22	30	34	52	24	29	57	17	36
DUSP19	58	40	69	63	48	62	68	61	41	78	88	77	105	59	63	83	38	36
CFAP36	499	382	464	336	267	419	554	404	272	410	498	525	668	425	458	652	320	342
NUP35	433	296	388	329	309	388	396	430	211	129	181	171	271	171	173	258	103	145
CCDC138	263	170	237	197	182	227	203	240	141	161	206	185	246	163	238	221	118	156
ZSWIM2	0	0	0	0	0	1	1	1	1	0	2	4	4	2	7	5	0	0
FBXO41	275	178	204	240	206	197	174	228	148	659	757	734	936	565	666	952	453	609
ALMS1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG2	172	131	136	153	201	169	257	170	80	10	8	9	9	8	11	13	8	8
WDCP	453	314	381	345	324	402	333	389	238	366	406	447	576	371	393	567	240	335
SMC6	1159	795	890	855	813	953	867	1048	582	1033	1129	1151	1677	1011	1237	1496	695	851
VSNL1	4	1	3	0	0	3	1	4	1	22	25	17	47	30	22	32	18	19
CCDC74A	41	26	35	39	35	37	65	37	29	588	659	643	754	452	516	663	329	387
H3-3A	1493	1050	1226	1013	913	1120	1458	1277	763	3211	3569	3805	4623	2959	3336	4258	1919	2640
ANKRD30BL	0	0	0	0	0	0	0	0	0	8	5	8	5	8	11	6	4	2
COQ8A	14	2	6	3	8	13	6	4	5	11	29	26	29	15	13	39	10	11
SLC16A14	15	22	20	22	8	21	16	12	14	139	174	150	186	120	169	205	102	153
TEKT4	0	0	0	0	0	0	0	0	0	3	1	2	6	1	0	0	1	0
EN1	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0
SGCB	1069	686	866	828	685	867	741	819	560	1566	1841	1836	2289	1447	1699	2176	993	1223
SPATA18	4	3	1	1	3	2	1	2	2	139	137	134	143	104	123	141	68	99
NOSTRIN	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CFAP221	5	10	4	1	1	3	5	2	3	14	16	19	16	15	9	26	5	16
CCDC140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGPP2	0	0	0	0	0	0	0	0	0	31	42	49	74	56	72	75	35	36
INHBB	1632	1077	1269	1382	1185	1266	1263	1289	725	2	1	0	2	1	0	0	1	0
XIRP2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1
BBS5	36	18	22	35	17	23	30	28	14	118	122	101	165	117	106	141	87	95
BIRC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMARCAD1	979	680	860	804	705	794	636	868	537	1527	1851	1739	2068	1364	1683	2148	913	1186
HPGDS	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
PDLIM5	1672	1160	1339	1574	1449	1712	1180	1570	885	1224	1534	1388	2067	1280	1539	1767	824	934
PDHA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STPG2	0	0	0	0	0	1	1	0	0	3	0	2	2	1	3	4	2	2
NEURL3	4	1	3	10	8	4	7	2	3	1	3	1	4	3	1	0	1	0
RPRD2	902	620	712	732	620	776	484	772	515	1267	1606	1605	1968	1198	1437	1811	862	1162
ANKRD23	7	8	4	4	7	7	5	8	3	43	42	43	54	36	40	59	22	33
CTSS	4	4	4	7	9	3	3	4	3	75	102	96	446	264	311	314	116	169
MSX1	37	16	18	23	16	24	46	29	11	6	7	7	11	2	11	15	8	6
PACRGL	272	170	232	220	160	233	220	247	127	198	266	247	328	222	255	316	146	167
BNIPL	8	6	8	4	0	8	11	10	3	34	57	50	66	27	43	67	57	32
C1QTNF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFAIP8L2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LYSMD1	102	79	91	92	74	109	113	81	52	343	368	402	517	309	356	494	218	300
SCNM1	375	235	326	292	271	322	488	364	155	435	570	550	703	553	539	789	324	422
TMOD4	14	9	12	8	11	6	12	5	7	17	27	20	36	17	35	30	14	16
VPS72	564	377	473	423	354	524	676	501	274	793	884	915	1251	834	907	1153	502	752
ERCC3	1655	1174	1365	1265	1074	1320	1286	1390	867	1313	1462	1519	2022	1288	1508	2046	934	1201
RNF149	782	517	595	646	497	662	658	608	361	369	435	449	583	367	491	636	250	340
IWS1	1360	959	1122	1089	970	1159	1286	1245	735	834	933	960	1229	825	937	1177	544	715
BOLA3	332	235	285	241	208	285	393	272	130	100	114	136	223	111	152	164	57	108
CDC42EP3	8140	5485	6581	6929	6128	7353	6409	7183	4254	2074	2370	2519	3486	2165	2629	3453	1510	2053
S100A11	1073	801	911	1045	932	1092	1590	1064	609	13	15	25	44	23	42	35	15	10
LCE3D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMCP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IVL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHX57	873	529	703	607	539	692	572	701	432	884	1108	1103	1376	903	1089	1369	646	816
SPRR2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGLYRP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	0	1	0	0	0	0	1	0	0	1	5	7	1	5	5	5	1	1
S100A9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
S100A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFA	29	21	27	23	21	33	11	32	15	1	3	3	0	3	0	5	2	2
TDRD10	1	0	1	0	0	0	1	0	0	4	1	2	5	4	6	5	2	3
CCNYL1	567	402	496	458	447	490	422	545	276	277	368	334	457	278	337	440	216	262
FZD5	254	178	201	165	170	155	145	178	129	66	76	89	103	69	84	93	51	63
CRYGC	0	0	0	0	0	0	0	0	0	2	39	3	0	1	3	44	3	3
DCAF16	1356	1012	1145	1094	929	1222	928	1152	654	913	1031	1091	1319	794	1020	1321	610	803
CFAP141	0	1	0	0	0	0	0	0	0	1	1	2	1	0	1	1	2	0
NPPC	3	2	1	3	1	0	4	1	0	0	3	2	5	2	3	3	0	0
GNPDA2	238	182	185	176	160	209	163	239	144	160	231	203	288	160	209	261	116	166
ALPP	5	9	6	8	5	10	8	6	6	0	0	4	0	1	2	1	0	1
GABRG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ALPG	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1
GABRB1	1	0	0	0	0	1	4	3	0	3	4	2	3	5	9	15	4	3
PAQR3	479	318	387	351	283	407	272	388	220	475	586	551	751	520	649	745	338	417
NIPAL1	122	84	98	102	94	91	77	97	62	385	429	496	601	363	438	551	217	285
ALPI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANTXR2	164	93	132	132	117	130	110	133	87	740	829	880	1645	1135	1204	1395	636	846
HELQ	213	127	175	154	115	160	169	156	107	204	268	231	283	206	215	303	134	211
MRPS18C	365	223	298	256	218	336	439	282	169	134	154	153	243	138	196	239	100	128
CGGBP1	1699	1216	1380	1283	1088	1394	1239	1492	855	1959	2358	2174	2836	1911	2054	2585	1217	1562
ABRAXAS1	154	110	149	116	97	131	114	128	65	208	217	225	297	166	209	264	113	159
GPR155	97	62	108	73	70	89	79	89	52	585	702	693	836	481	623	771	342	433
DAPL1	0	1	0	0	0	0	0	0	0	23	15	24	23	12	7	18	7	7
PMVK	195	132	153	129	124	162	272	156	108	304	336	404	473	311	346	456	215	280
PBXIP1	1187	762	901	835	775	871	1114	945	588	1226	1508	1566	1586	994	1230	1671	746	1012
CLDN1	1787	1178	1340	2118	1740	1966	1630	1706	900	0	0	0	1	2	0	1	0	0
PYGO2	672	534	542	518	480	631	585	560	414	1665	1740	1856	2311	1480	1634	2192	1037	1385
HIPK1	1373	945	1047	984	847	1042	646	1080	661	1088	1366	1318	1658	949	1202	1512	742	921
LENEP	1	0	1	0	0	1	0	0	0	0	1	2	0	1	0	0	0	1
DCST2	10	3	11	9	6	10	6	5	1	15	21	23	25	17	16	28	16	15
DCST1	0	0	0	0	0	0	0	0	0	2	4	0	1	0	0	3	1	1
COL6A3	31	25	35	24	18	20	16	12	11	8	18	27	49	17	25	24	11	17
INAVA	52	39	28	45	59	40	47	40	39	40	51	63	93	45	67	64	37	39
LINC01116	6	5	12	13	14	13	24	7	10	3299	4145	4010	4606	2799	3280	4394	2082	2570
YY1AP1	724	443	601	506	485	591	496	609	382	900	1014	1055	1255	893	1025	1240	593	783
KBTBD8	23	14	24	24	12	21	11	19	14	66	74	61	104	54	77	96	52	39
TAFA4	0	0	0	0	0	0	0	0	0	10	10	14	13	8	5	12	4	7
EOGT	420	264	381	301	278	328	304	379	196	203	258	226	322	203	217	311	160	200
